datetime,close,fast_ema,slow_ema,signal,buy_signal,sell_signal
2025-02-06 13:14:00,128.4598,128.50685243206127,128.4276920480676,1,,
2025-02-06 13:15:00,128.46,128.49833380805012,128.42977643206325,1,,
2025-02-06 13:16:00,128.47,128.49318220658645,128.4323715009624,1,,
2025-02-06 13:17:00,128.4,128.4762399872071,128.43028301702935,1,,
2025-02-06 13:18:00,128.4109,128.46435998953308,128.42903249980165,1,,
2025-02-06 13:19:00,128.57,128.48356726416344,128.4381271772338,1,,
2025-02-06 13:20:00,128.56,128.49746412522464,128.44598993999293,1,,
2025-02-06 13:21:00,128.6005,128.51619792063835,128.45595833096112,1,,
2025-02-06 13:22:00,128.65,128.54052557143137,128.46847714831847,1,,
2025-02-06 13:23:00,128.7,128.56952092208022,128.4834141064915,1,,
2025-02-06 13:24:00,128.71,128.59506257261108,128.498032551234,1,,
2025-02-06 13:25:00,128.72,128.61777846849998,128.51235303179953,1,,
2025-02-06 13:26:00,128.7007,128.6328551105909,128.5245044491028,1,,
2025-02-06 13:27:00,128.74,128.65233599957438,128.53840738787036,1,,
2025-02-06 13:28:00,128.8,128.67918399965174,128.55528433058842,1,,
2025-02-06 13:29:00,128.86,128.7120596360787,128.57494340603435,1,,
2025-02-06 13:30:00,128.92,128.7498669749735,128.59720512177407,1,,
2025-02-06 13:31:00,128.9683,128.78958207043286,128.6211467268209,1,,
2025-02-06 13:32:00,128.97,128.82238533035414,128.64365338960667,1,,
2025-02-06 13:33:00,129.15,128.8819516339261,128.67632091285788,1,,
2025-02-06 13:34:00,129.22,128.94341497321224,128.7113969829961,1,,
2025-02-06 13:35:00,129.3502,129.01737588717364,128.7526100808673,1,,
2025-02-06 13:36:00,129.2501,129.05968936223297,128.78470620468232,1,,
2025-02-06 13:37:00,129.29,129.10156402364515,128.81730580438023,1,,
2025-02-06 13:38:00,129.21,129.12127965570966,128.84264091377506,1,,
2025-02-06 13:39:00,129.13,129.12286517285335,128.86118020966055,1,,
2025-02-06 13:40:00,129.03,129.10598059597092,128.8720718090373,1,,
2025-02-06 13:41:00,128.9415,129.0760750330671,128.87655104716393,1,,
2025-02-06 13:42:00,129.0,129.06224320887307,128.884515495734,1,,
2025-02-06 13:43:00,128.93,129.03819898907796,128.88744997988022,1,,
2025-02-06 13:44:00,128.89,129.0112537183365,128.8876144973073,1,,
2025-02-06 13:45:00,128.86,128.9837530422753,128.88583291683588,1,,
2025-02-06 13:46:00,128.88,128.96488885277068,128.88545659962068,1,,
2025-02-06 13:47:00,128.76,128.9276363340851,128.8773626254516,1,,
2025-02-06 13:48:00,128.64,128.87533881879688,128.86204890768056,1,,
2025-02-06 13:49:00,128.5814,128.82189539719744,128.84394252653988,-1,,128.5814
2025-02-06 13:50:00,128.68,128.79609623407063,128.83336558934377,-1,,
2025-02-06 13:51:00,128.65,128.76953328242143,128.8215355513216,-1,,
2025-02-06 13:52:00,128.58,128.73507268561752,128.80595261252665,-1,,
2025-02-06 13:53:00,128.45,128.68324128823252,128.78298792784753,-1,,
2025-02-06 13:54:00,128.53,128.6553792358266,128.76666612605092,-1,,
2025-02-06 13:55:00,128.34,128.59803755658538,128.73913927920893,-1,,
2025-02-06 13:56:00,128.3305,128.54939436447893,128.71277545474385,-1,,
2025-02-06 13:57:00,128.4099,128.52403175275546,128.6932351028249,-1,,
2025-02-06 13:58:00,128.47,128.514207797709,128.67883283812654,-1,,
2025-02-06 13:59:00,128.61,128.5316245617619,128.67439200986033,-1,,
2025-02-06 14:00:00,128.4812,128.52245645962336,128.66192800922417,-1,,
2025-02-06 14:01:00,128.4992,128.5182280124191,128.6514294279839,-1,,
2025-02-06 14:02:00,128.53,128.52036837379742,128.6435952713398,-1,,
2025-02-06 14:03:00,128.53,128.52211957856153,128.63626654415657,-1,,
2025-02-06 14:04:00,128.47,128.51264329155032,128.62553967034003,-1,,
2025-02-06 14:05:00,128.3485,128.48279905672297,128.60766614322134,-1,,
2025-02-06 14:06:00,128.21,128.4331992282279,128.58201026301353,-1,,
2025-02-06 14:07:00,128.11,128.37443573218644,128.5515579879804,-1,,
2025-02-06 14:08:00,127.9509,128.29742923542526,128.5128058597236,-1,,
2025-02-06 14:09:00,127.8005,128.20707846534793,128.46685064296727,-1,,
2025-02-06 14:10:00,127.62,128.10033692619376,128.41221511761455,-1,,
2025-02-06 14:11:00,127.22,127.9402756668858,128.33529801325233,-1,,
2025-02-06 14:12:00,126.82,127.73658918199746,128.23753685110702,-1,,
2025-02-06 14:13:00,126.5015,127.51202751254337,128.12553447361626,-1,,
2025-02-06 14:14:00,126.9872,127.41660432844458,128.05209353983457,-1,,
2025-02-06 14:15:00,127.5,127.43176717781829,128.01647460178074,-1,,
2025-02-06 14:16:00,127.3899,127.4241549636695,127.97605043392393,-1,,
2025-02-06 14:17:00,127.05,127.35612678845685,127.91630524463852,-1,,
2025-02-06 14:18:00,127.12,127.31319464510105,127.86493071272636,-1,,
2025-02-06 14:19:00,127.05,127.26534107326448,127.81235453771177,-1,,
2025-02-06 14:20:00,127.1,127.23527905994366,127.76639618044005,-1,,
2025-02-06 14:21:00,127.11,127.2125010490448,127.72404803976652,-1,,
2025-02-06 14:22:00,127.0312,127.17953722194574,127.67934816623321,-1,,
2025-02-06 14:23:00,128.7608,127.46703954522832,127.74911925228268,-1,,
2025-02-06 14:24:00,128.5803,127.66945053700498,127.80274381665156,-1,,
2025-02-06 14:25:00,127.77,127.68773225754953,127.80063131235147,-1,,
2025-02-06 14:26:00,127.44,127.64269002890416,127.77736477607074,-1,,
2025-02-06 14:27:00,127.74,127.66038275092157,127.7749541453565,-1,,
2025-02-06 14:28:00,128.0705,127.73494952348128,127.79402161984963,-1,,
2025-02-06 14:29:00,128.12,127.80495870103013,127.81505248308514,-1,,
2025-02-06 14:30:00,128.02,127.84405711902465,127.82827490353127,1,128.02,
2025-02-06 14:31:00,128.16,127.90150127920198,127.84967652265829,1,,
2025-02-06 14:32:00,128.21,127.95759195571071,127.87292319861582,1,,
2025-02-06 14:33:00,128.6,128.07439341830874,127.9198313793503,1,,
2025-02-06 14:34:00,128.44,128.1408673422526,127.95339064519867,1,,
2025-02-06 14:35:00,128.5196,128.20972782547938,127.98992028099231,1,,
2025-02-06 14:36:00,128.4425,128.25205003902857,128.0191189725412,1,,
2025-02-06 14:37:00,128.25,128.25167730465975,128.03401452269983,1,,
2025-02-06 14:38:00,128.11,128.2259177947216,128.03891681155793,1,,
2025-02-06 14:39:00,128.38,128.25393274113583,128.0609221785542,1,,
2025-02-06 14:40:00,128.28,128.25867224274748,128.0750562315507,1,,
2025-02-06 14:41:00,128.14,128.23709547133882,128.0792461520958,1,,
2025-02-06 14:42:00,128.18,128.22671447654994,128.0857464003477,1,,
2025-02-06 14:43:00,128.01,128.18731184444994,128.08085953580914,1,,
2025-02-06 14:44:00,128.05,128.16234605454994,128.078868598015,1,,
2025-02-06 14:45:00,128.15,128.16010131735905,128.08345772072371,1,,
2025-02-06 14:46:00,128.12,128.1528101687483,128.08581528712864,1,,
2025-02-06 14:47:00,128.15,128.15229922897586,128.08995623634615,1,,
2025-02-06 14:48:00,127.98,128.1209720964348,128.08286228561414,1,,
2025-02-06 14:49:00,127.8706,128.075449897083,128.0691679446068,1,,
2025-02-06 14:50:00,127.8001,128.02538627943153,128.0518087223741,-1,,127.8001
2025-02-06 14:51:00,127.9483,128.01137059226215,128.04513074028546,-1,,
2025-02-06 14:52:00,128.0,128.00930321185083,128.0422190796219,-1,,
2025-02-06 14:53:00,128.03,128.0130662642416,128.04143075190436,-1,,
2025-02-06 14:54:00,128.0301,128.01616330710675,128.04069973565248,-1,,
2025-02-06 14:55:00,128.01,128.0150427058146,128.0387191075459,-1,,
2025-02-06 14:56:00,128.01,128.01412585021194,128.03686626189779,-1,,
2025-02-06 14:57:00,128.0901,128.02793933199158,128.04030069661405,-1,,
2025-02-06 14:58:00,128.05,128.03195036253857,128.04092645812284,-1,,
2025-02-06 14:59:00,128.01,128.02795938753155,128.0389312027601,-1,,
2025-02-06 15:00:00,128.1488,128.04993040798036,128.04601951225945,1,128.1488,
2025-02-06 15:01:00,128.1601,128.06996124289302,128.0533795437266,1,,
2025-02-06 15:02:00,128.18,128.08996828963973,128.06154860542168,1,,
2025-02-06 15:03:00,128.25,128.11906496425067,128.0737067599106,1,,
2025-02-06 15:04:00,128.15,128.12468951620508,128.07862890443252,1,,
2025-02-06 15:05:00,128.21,128.1402005132587,128.08710445898527,1,,
2025-02-06 15:06:00,128.2,128.15107314721163,128.09438804227653,1,,
2025-02-06 15:07:00,128.17,128.15451439317314,128.0992662330974,1,,
2025-02-06 15:08:00,128.1506,128.15380268532348,128.10257808902662,1,,
2025-02-06 15:09:00,128.15,128.15311128799195,128.10563756715396,1,,
2025-02-06 15:10:00,128.18,128.1580001447207,128.11043514346662,1,,
2025-02-06 15:11:00,128.23,128.17109102749873,128.11814900517845,1,,
2025-02-06 15:12:00,128.3,128.19452902249895,128.129881327425,1,,
2025-02-06 15:13:00,128.31,128.21552374568097,128.14150188694597,1,,
2025-02-06 15:14:00,128.26,128.22361033737533,128.14914692649785,1,,
2025-02-06 15:15:00,128.3,128.23749936694347,128.15887938285283,1,,
2025-02-06 15:16:00,128.22,128.23431766386284,128.16282264847524,1,,
2025-02-06 15:17:00,128.198,128.2277144522514,128.16509215502523,1,,
2025-02-06 15:18:00,128.1,128.20449364275115,128.16089266115264,1,,
2025-02-06 15:19:00,128.08,128.1818584349782,128.15567377978795,1,,
2025-02-06 15:20:00,128.08,128.16333871952762,128.15079160044678,1,,
2025-02-06 15:21:00,128.0893,128.14987713415894,128.14682440041796,1,,
2025-02-06 15:22:00,128.01,128.12444492794822,128.13799701974582,-1,,128.01
2025-02-06 15:23:00,128.0799,128.11634585013945,128.1342488249235,-1,,
2025-02-06 15:24:00,128.0,128.095192059205,128.1255876104123,-1,,
2025-02-06 15:25:00,128.0299,128.0833207757132,128.11941421619215,-1,,
2025-02-06 15:26:00,128.0301,128.07364427103806,128.11365200869588,-1,,
2025-02-06 15:27:00,128.02,128.06389076721294,128.10760994361874,-1,,
2025-02-06 15:28:00,128.01,128.0540924459015,128.1013125279014,-1,,
2025-02-06 15:29:00,128.01,128.04607563755576,128.09542139706906,-1,,
2025-02-06 15:30:00,128.03,128.04315279436378,128.09120066177428,-1,,
2025-02-06 15:31:00,127.98,128.0316704681158,128.0840264255308,-1,,
2025-02-06 15:32:00,127.96,128.0186394739129,128.07602472065784,-1,,
2025-02-06 15:33:00,127.93,128.00252320592872,128.066603770938,-1,,
2025-02-06 15:34:00,127.92,127.98751898666896,128.05714546313556,-1,,
2025-02-06 15:35:00,127.88,127.96797008000186,128.0457167235784,-1,,
2025-02-06 15:36:00,127.8488,127.94630279272879,128.03301241883142,-1,,
2025-02-06 15:37:00,127.78,127.91606592132355,128.01668903697134,-1,,
2025-02-06 15:38:00,127.78,127.89132666290108,128.00141877652158,-1,,
2025-02-06 15:39:00,127.86,127.88563090600996,127.99229498448793,-1,,
2025-02-06 15:40:00,127.8018,127.87038892309906,127.9800049854887,-1,,
2025-02-06 15:41:00,127.87,127.87031820980832,127.97290788965073,-1,,
2025-02-06 15:42:00,127.9099,127.87751489893407,127.96884286451197,-1,,
2025-02-06 15:43:00,127.98,127.89614855367331,127.96956267970475,-1,,
2025-02-06 15:44:00,128.0,127.91503063482361,127.97152637778834,-1,,
2025-02-06 15:45:00,128.08,127.94502506485568,127.97852467599554,-1,,
2025-02-06 15:46:00,128.01,127.95683868942737,127.98055534206034,-1,,
2025-02-06 15:47:00,128.0298,127.97010438225875,127.98373241676613,-1,,
2025-02-06 15:48:00,127.95,127.96644904002989,127.98155613181348,-1,,
2025-02-06 15:49:00,127.8207,127.9399492145699,127.97117831685777,-1,,
2025-02-06 15:50:00,127.7491,127.90524935737538,127.95685068351212,-1,,
2025-02-06 15:51:00,127.81,127.88793129239802,127.94737644586618,-1,,
2025-02-06 15:52:00,127.84,127.87921651196201,127.94044893322966,-1,,
2025-02-06 15:53:00,127.88,127.87935896433255,127.93654900205357,-1,,
2025-02-06 15:54:00,127.83,127.87038460718117,127.92967487288882,-1,,
2025-02-06 15:55:00,127.8564,127.86784195133004,127.92494746173472,-1,,
2025-02-06 15:56:00,127.9596,127.88452523290638,127.92718310936475,-1,,
2025-02-06 15:57:00,127.94,127.89461155419613,127.92801000553477,-1,,
2025-02-06 15:58:00,127.9798,127.9101003625241,127.93135129550028,-1,,
2025-02-06 15:59:00,128.0,127.92644575115608,127.93578024417769,-1,,
2025-02-06 16:00:00,128.0299,127.94525561458225,127.94185248648883,1,128.0299,
2025-02-06 16:01:00,128.09,127.9715727755673,127.95141039058633,1,,
2025-02-06 16:02:00,128.04,127.98401408910051,127.95712584925819,1,,
2025-02-06 16:03:00,128.03,127.9923751638095,127.96182740737058,1,,
2025-02-06 16:04:00,127.95,127.9846705885714,127.96106434883055,1,,
2025-02-06 16:05:00,127.99,127.9856395724675,127.96293116503503,1,,
2025-02-06 16:06:00,127.98,127.98461419565523,127.96403238019406,1,,
2025-02-06 16:07:00,127.964,127.98086616008155,127.96403029114929,1,,
2025-02-06 16:08:00,127.9296,127.9715450400667,127.9618089820429,1,,
2025-02-06 16:09:00,127.94,127.96580957823639,127.96040195094336,1,,
2025-02-06 16:10:00,127.86,127.9465714731025,127.95392440572122,-1,,127.86
2025-02-06 16:11:00,127.89,127.93628575072022,127.9498002505134,-1,,
2025-02-06 16:12:00,127.9105,127.93159743240744,127.94726475048029,-1,,
2025-02-06 16:13:00,127.92,127.92948880833336,127.94550573432028,-1,,
2025-02-06 16:14:00,127.9498,127.93318175227274,127.94578278371897,-1,,
2025-02-06 16:15:00,127.85,127.91805779731406,127.9396032492855,-1,,
2025-02-06 16:16:00,127.85,127.90568365234786,127.93382239449289,-1,,
2025-02-06 16:17:00,127.86,127.89737753373916,127.92905965936433,-1,,
2025-02-06 16:18:00,127.86,127.89058161851385,127.92460419746986,-1,,
2025-02-06 16:19:00,127.9,127.89229405151131,127.92301682989117,-1,,
2025-02-06 16:20:00,127.9301,127.89916786032744,127.92347380860787,-1,,
2025-02-06 16:21:00,127.92,127.90295552208609,127.92324969192349,-1,,
2025-02-06 16:22:00,127.99,127.9187817907977,127.92755616341229,-1,,
2025-02-06 16:23:00,127.9999,127.9335305561072,127.93222350770829,1,127.9999,
2025-02-06 16:24:00,127.9892,127.94365227317861,127.93589941043679,1,,
2025-02-06 16:25:00,127.97,127.94844276896431,127.93809944847312,1,,
2025-02-06 16:26:00,127.96,127.95054408369806,127.93951238728131,1,,
2025-02-06 16:27:00,127.99,127.95771788666204,127.942769652618,1,,
2025-02-06 16:28:00,127.961,127.95831463454165,127.94394580406201,1,,
2025-02-06 16:29:00,127.99,127.96407561007952,127.94691704250963,1,,
2025-02-06 16:30:00,127.98,127.96697095370142,127.94905142686385,1,,
2025-02-06 16:31:00,127.9994,127.9728671439375,127.9522997219049,1,,
2025-02-06 16:32:00,127.9995,127.97770948140341,127.95534490113684,1,,
2025-02-06 16:33:00,127.9501,127.97268957569369,127.95500652041834,1,,
2025-02-06 16:34:00,127.9802,127.97405510738574,127.9566319061978,1,,
2025-02-06 16:35:00,127.99,127.97695417877014,127.95878468644311,1,,
2025-02-06 16:36:00,128.0,127.98114432808467,127.96144373893065,1,,
2025-02-06 16:37:00,127.98,127.9809362684329,127.96264091706416,1,,
2025-02-06 16:38:00,128.0201,127.98805694689963,127.96634795467294,1,,
2025-02-06 16:39:00,128.02,127.99386477473605,127.96980937695211,1,,
2025-02-06 16:40:00,128.02,127.99861663387495,127.97304748166489,1,,
2025-02-06 16:41:00,127.98,127.99523179135221,127.9734960312349,1,,
2025-02-06 16:42:00,128.02,127.99973510201544,127.97649628728428,1,,
2025-02-06 16:43:00,128.07,128.01251053801263,127.98252878487885,1,,
2025-02-06 16:44:00,128.09,128.02659953110123,127.98946241166087,1,,
2025-02-06 16:45:00,128.06,128.03267234362826,127.99401322381179,1,,
2025-02-06 16:46:00,128.03,128.03218646296855,127.99633495130782,1,,
2025-02-06 16:47:00,128.06,128.03724346970154,128.00044237380408,1,,
2025-02-06 16:48:00,128.0903,128.046890111574,128.00623964001028,1,,
2025-02-06 16:49:00,128.12,128.06018281856052,128.01357901807415,1,,
2025-02-06 16:50:00,128.14,128.07469503336768,128.02173521045648,1,,
2025-02-06 16:51:00,128.1302,128.08478684548263,128.02873293881413,1,,
2025-02-06 16:52:00,128.14,128.09482560084942,128.03591145889064,1,,
2025-02-06 16:53:00,128.15,128.10485730978587,128.04327200992995,1,,
2025-02-06 16:54:00,128.18,128.11851961709752,128.05209317057964,1,,
2025-02-06 16:55:00,128.17,128.12787968671614,128.05970006280032,1,,
2025-02-06 16:56:00,128.13,128.1282651982223,128.06423554261966,1,,
2025-02-06 16:57:00,128.13,128.1285806167273,128.06847841083777,1,,
2025-02-06 16:58:00,128.14,128.13065686823143,128.07309270691277,1,,
2025-02-06 16:59:00,128.12,128.1287192558257,128.07611898388615,1,,
2025-02-07 01:00:00,128.87,128.2634975729483,128.12733711395802,1,,
2025-02-07 01:01:00,128.96,128.3901343778668,128.1810573001543,1,,
2025-02-07 01:02:00,128.98,128.4973826728001,128.23260199046692,1,,
2025-02-07 01:03:00,128.95,128.57967673229098,128.27888573301746,1,,
2025-02-07 01:04:00,128.93,128.64337187187442,128.32089310508087,1,,
2025-02-07 01:05:00,129.01,128.71003153153362,128.3653516144305,1,,
2025-02-07 01:06:00,128.99,128.76093488943658,128.40565151027369,1,,
2025-02-07 01:07:00,128.97,128.79894672772082,128.44206109025603,1,,
2025-02-07 01:08:00,128.89,128.81550186813521,128.47096037475566,1,,
2025-02-07 01:09:00,128.84,128.8199560739288,128.49476938283595,1,,
2025-02-07 01:10:00,128.78,128.81269133321447,128.51317135813687,1,,
2025-02-07 01:11:00,128.71,128.79402018172092,128.52586998019257,1,,
2025-02-07 01:12:00,128.75,128.7860165123171,128.54032998147048,1,,
2025-02-07 01:13:00,128.79,128.78674078280488,128.5564377246014,1,,
2025-02-07 01:14:00,128.74,128.77824245865855,128.56828045204648,1,,
2025-02-07 01:15:00,128.7,128.76401655708426,128.57677848739831,1,,
2025-02-07 01:16:00,128.72,128.7560135467053,128.58601858498554,1,,
2025-02-07 01:17:00,128.75,128.75492017457705,128.59659803111552,1,,
2025-02-07 01:18:00,128.66,128.73766196101758,128.60068848072098,1,,
2025-02-07 01:19:00,128.48,128.69081433174165,128.59290212712608,1,,
2025-02-07 01:20:00,128.37,128.63248445324317,128.57852134473086,1,,
2025-02-07 01:21:00,128.42,128.59385091628985,128.56829416119984,1,,
2025-02-07 01:22:00,128.42,128.5622416587826,128.55872679596115,1,,
2025-02-07 01:23:00,128.27,128.50910681173121,128.54009926073786,-1,,128.27
2025-02-07 01:24:00,128.29,128.46926920959825,128.52396382456124,-1,,
2025-02-07 01:25:00,128.16,128.41303844421674,128.5004822874928,-1,,
2025-02-07 01:26:00,128.21,128.37612236345007,128.48174149475133,-1,,
2025-02-07 01:27:00,128.2,128.34410011555005,128.46356462412223,-1,,
2025-02-07 01:28:00,128.2,128.31790009454093,128.44656045482404,-1,,
2025-02-07 01:29:00,128.2,128.2964637137153,128.43065332870637,-1,,
2025-02-07 01:30:00,128.35,128.30619758394886,128.42544988814467,-1,,
2025-02-07 01:31:00,128.38,128.31961620504904,128.42251763729664,-1,,
2025-02-07 01:32:00,128.32,128.3196859859492,128.41590359618073,-1,,
2025-02-07 01:33:00,128.16,128.29065217032206,128.39939368674973,-1,,
2025-02-07 01:34:00,128.3,128.29235177571806,128.3929811908304,-1,,
2025-02-07 01:35:00,128.23,128.28101508922387,128.38246627529296,-1,,
2025-02-07 01:36:00,128.29,128.28264870936496,128.37650070914503,-1,,
2025-02-07 01:37:00,128.21,128.26943985311678,128.36575872790988,-1,,
2025-02-07 01:38:00,128.16,128.24954169800463,128.35248397127054,-1,,
2025-02-07 01:39:00,128.2,128.24053411654924,128.34264629570472,-1,,
2025-02-07 01:40:00,128.19,128.23134609535845,128.33279814759476,-1,,
2025-02-07 01:41:00,128.31,128.24564680529326,128.33132729936284,-1,,
2025-02-07 01:42:00,128.25,128.24643829523993,128.3260803768233,-1,,
2025-02-07 01:43:00,128.28,128.25254042337812,128.32310744928634,-1,,
2025-02-07 01:44:00,128.22,128.2466239827639,128.316455355784,-1,,
2025-02-07 01:45:00,128.12,128.2236014404432,128.30378081670116,-1,,
2025-02-07 01:46:00,128.1,128.2011284512717,128.29063366723656,-1,,
2025-02-07 01:47:00,128.05,128.17365055104048,128.27510891451163,-1,,
2025-02-07 01:48:00,127.92,128.1275322690331,128.2521986619625,-1,,
2025-02-07 01:49:00,127.82,128.0716173110271,128.22431487731976,-1,,
2025-02-07 01:50:00,128.0,128.05859598174945,128.20984294975074,-1,,
2025-02-07 01:51:00,127.9,128.0297603487041,128.18985308202488,-1,,
2025-02-07 01:52:00,127.78,127.98434937621244,128.1634109477007,-1,,
2025-02-07 01:53:00,127.78,127.9471949441738,128.13867475752647,-1,,
2025-02-07 01:54:00,127.56,127.87679586341491,128.1013409022022,-1,,
2025-02-07 01:55:00,127.36,127.78283297915765,128.05351245689883,-1,,
2025-02-07 01:56:00,127.36,127.70595425567443,128.00876971774406,-1,,
2025-02-07 01:57:00,127.56,127.67941711827906,127.97981683272832,-1,,
2025-02-07 01:58:00,127.36,127.62134127859196,127.93982864997166,-1,,
2025-02-07 01:59:00,127.28,127.55927922793886,127.89725905965092,-1,,
2025-02-07 02:00:00,127.23,127.49941027740452,127.85421008806054,-1,,
2025-02-07 02:01:00,127.1,127.42679022696733,127.8055513727018,-1,,
2025-02-07 02:02:00,127.1,127.36737382206417,127.76003192930169,-1,,
2025-02-07 02:03:00,127.11,127.32057858168885,127.71809438547578,-1,,
2025-02-07 02:04:00,127.3,127.31683702138177,127.69112055415478,-1,,
2025-02-07 02:05:00,127.45,127.34104847203962,127.6755643893706,-1,,
2025-02-07 02:06:00,127.4,127.35176693166878,127.65778604166928,-1,,
2025-02-07 02:07:00,127.56,127.38962748954717,127.6514772647874,-1,,
2025-02-07 02:08:00,127.7,127.44605885508403,127.65460776383338,-1,,
2025-02-07 02:09:00,127.53,127.46132088143239,127.6465685532635,-1,,
2025-02-07 02:10:00,127.47,127.46289890299012,127.63517703369813,-1,,
2025-02-07 02:11:00,127.46,127.46237182971917,127.62387528958857,-1,,
2025-02-07 02:12:00,127.48,127.4655769515884,127.61459301284093,-1,,
2025-02-07 02:13:00,127.58,127.48638114220869,127.61236120556087,-1,,
2025-02-07 02:14:00,127.48,127.48522093453437,127.60382177294404,-1,,
2025-02-07 02:15:00,127.47,127.48245349189175,127.59518811017347,-1,,
2025-02-07 02:16:00,127.46,127.47837103882051,127.58646629661389,-1,,
2025-02-07 02:17:00,127.46,127.47503084994405,127.57830718070332,-1,,
2025-02-07 02:18:00,127.54,127.48684342268149,127.57583574969021,-1,,
2025-02-07 02:19:00,127.5,127.48923552764849,127.57094312067794,-1,,
2025-02-07 02:20:00,127.54,127.49846543171239,127.56894679031163,-1,,
